City, State;Latitude;Longitude
Cameron, MO;39.7403;-94.2411
Kanopolis, KS;38.6677;-98.1281
South Boston, VA;36.6987;-78.9014
Norton, VA;36.9334;-82.6291
Wytheville, VA;36.9485;-81.0848
Jonesville, NC;36.2393;-80.8445
Blue Ridge, VA;37.3785;-79.8070
Hot Springs, VA;37.9996;-79.8317
Low Moor, VA;37.7887;-79.8837
Wilkesboro, NC;36.1460;-81.1606
Blacksburg, VA;37.2296;-80.4139
Dublin, VA;37.1057;-80.6853
South Bay, FL;26.6640;-80.7162
Parsons, TN;35.6498;-88.1267
Marks, MS;34.2711;-90.2907
Collierville, TN;35.0420;-89.6645
Germantown, TN;35.0868;-89.8101
West Memphis, AR;35.1465;-90.1845
Lynnfield, MA;42.5390;-71.0481
Walnut, MS;34.9462;-88.8998
Cave City, AR;35.9417;-91.5485
Plantersville, MS;34.1666;-88.6196
Willoughby, OH;41.6398;-81.4065
Groveport, OH;39.8437;-82.8933
Chagrin Falls, OH;41.3864;-81.3042
Stevens Point, WI;44.5526;-89.5167
Salem, OH;40.9009;-80.8568
Avon, OH;41.4517;-82.0354
Conneaut, OH;41.9476;-80.5542
Halsey, OR;44.3840;-123.1098
Woodburn, OR;45.1437;-122.8554
Weston, WV;39.0384;-80.4673
Victor, NY;42.9826;-77.4089
Westfield Center, OH;41.0264;-81.9332
Sugarcreek, OH;40.5031;-81.6410
Cuyahoga Falls, OH;41.1684;-81.5312
Wooster, OH;40.8052;-81.9365
Warren, OH;41.2376;-80.8184
Garrettsville, OH;41.2842;-81.0965
Hobart, IN;41.5323;-87.2550
Uniontown, OH;40.9751;-81.4082
Hudson, OH;41.2401;-81.4407
Ravenna, OH;41.1576;-81.2421
Wilmot, OH;40.6430;-81.6637
Fredericktown, OH;40.4812;-82.5407
Orrville, OH;40.8437;-81.7640
Valley City, OH;41.2378;-81.9315
Streetsboro, OH;41.2392;-81.3459
Sherrodsville, OH;40.4948;-81.2429
Bucyrus, OH;40.8084;-82.9755
Myerstown, PA;40.3745;-76.3027
Fort Dodge, IA;42.4975;-94.1680
Altoona, IA;41.6442;-93.4647
Palouse, WA;46.9102;-117.0757
Kellogg, ID;47.5383;-116.1193
Mount Vernon, OR;44.4446;-119.1634
Mead, WA;47.7674;-117.3549
Moses Lake, WA;47.1301;-119.2781
Palmyra, IN;38.4078;-86.1100
Harrodsburg, KY;37.7623;-84.8433
Corbin, KY;36.9199;-84.1679
Loogootee, IN;38.6770;-86.9142
Hawesville, KY;37.9001;-86.7550
Campbellsville, KY;37.3434;-85.3419
Ferdinand, IN;38.2239;-86.8622
Boonville, IN;38.0492;-87.2742
Birdseye, IN;38.3167;-86.6958
Branchville, IN;38.1382;-86.5888
Greensburg, KY;37.2609;-85.4989
Rock Springs, WI;43.4925;-89.9190
Milford, OH;39.1659;-84.2295
Hindman, KY;37.3359;-82.9804
Okeana, OH;39.3555;-84.7793
Walton, KY;38.8756;-84.6102
Mount Sterling, KY;38.0565;-83.9433
Hyden, KY;37.1609;-83.3732
Bono, AR;35.9087;-90.8026
Stevenson, AL;34.8687;-85.8394
Jasper, TN;35.0742;-85.6261
Torrington, CT;41.8006;-73.1212
Pine Mountain, GA;32.8648;-84.8541
Chariton, IA;41.0139;-93.3066
Orland, CA;39.7474;-122.1964
Fraser, MI;42.5392;-82.9494
Grand Blanc, MI;42.9275;-83.6299
Armada, MI;42.8442;-82.8844
Ashford, WA;46.7718;-122.0021
Sumner, WA;47.2032;-122.2404
Gooding, ID;42.9388;-114.7131
Port Townsend, WA;48.1170;-122.7605
Lapwai, ID;46.3238;-116.7816
Plummer, ID;47.2864;-116.8876
Hope, ID;48.2602;-116.2455
Pacific Palisades, CA;34.0797;-118.5484
Santa Rosa Beach, FL;30.3960;-86.2288
Foster, WV;38.0830;-81.7787
Baldwinsville, NY;43.1587;-76.3327
Somerset, VA;38.2118;-78.2335
Owego, NY;42.1034;-76.2622
Powell, OH;40.1578;-83.0752
Evansville, WY;42.8600;-106.2684
Eaton, CO;40.5303;-104.7113
Logan, WV;37.8487;-81.9935
Thurmont, MD;39.6237;-77.4108
Lobeco, SC;32.5527;-80.7434
Plattsburg, MO;39.5656;-94.4480
Middletown, NY;41.4871;-74.3433
Port Jervis, NY;41.3751;-74.6927
West Babylon, NY;40.7182;-73.3543
Mahopac, NY;41.3723;-73.7335
Walden, NY;41.5612;-74.1885
Milford, PA;41.3223;-74.8024
Wilton, CT;41.1954;-73.4379
Chappaqua, NY;41.1595;-73.7648
Tappan, NY;41.0259;-73.9484
Spring Valley, NY;41.1131;-74.0438
Hopewell Junction, NY;41.5458;-73.7815
Monsey, NY;41.1112;-74.0685
Huntington, NY;40.8681;-73.4257
Nyack, NY;41.0906;-73.9179
Manhasset, NY;40.7979;-73.6996
Camdenton, MO;38.0081;-92.7446
Charleston, IL;39.4962;-88.1762
Nashville, IL;38.3437;-89.3806
Fairfield, IL;38.3789;-88.3598
Lawrenceville, IL;38.7292;-87.6817
Albion, IL;38.3775;-88.0562
Pittsfield, IL;39.6078;-90.8051
Metropolis, IL;37.1512;-88.7320
De Soto, MO;38.1395;-90.5551
Eldorado, IL;37.8137;-88.4381
Goreville, IL;37.5545;-88.9723
Saint Ann, MO;38.7273;-90.3832
Berwyn, IL;41.8506;-87.7937
Fisher, IL;40.3148;-88.3500
Buchanan, NY;41.2628;-73.9456
Comanche, TX;31.8974;-98.6037
Millsap, TX;32.7482;-98.0092
Crowley, TX;32.5790;-97.3625
Sharon, CT;41.8793;-73.4768
Havre De Grace, MD;39.5493;-76.0916
Willard, OH;41.0531;-82.7263
Elizabeth, CO;39.3603;-104.5969
River Grove, IL;41.9231;-87.8396
Rochelle, IL;41.9239;-89.0687
Schererville, IN;41.4789;-87.4548
Lincolnwood, IL;42.0045;-87.7301
Dundee, IL;42.1121;-88.3431
Colusa, CA;39.2143;-122.0094
Poca, WV;38.4723;-81.8143
Bella Vista, CA;40.7016;-122.0966
Plymouth, CA;38.4673;-120.8868
Pickerington, OH;39.8842;-82.7535
Sunnyvale, TX;32.7965;-96.5608
Jewett, TX;31.3616;-96.1441
Daingerfield, TX;33.0318;-94.7219
Lancaster, OH;39.7137;-82.5993
Bonham, TX;33.5773;-96.1783
Maplewood, NJ;40.7330;-74.2712
Ben Wheeler, TX;32.4460;-95.7039
Cedar City, UT;37.8116;-113.2241
Enola, PA;40.2901;-76.9339
Pine Grove Mills, PA;40.7337;-77.8856
Shrewsbury, PA;39.7687;-76.6797
Pepperell, MA;42.6659;-71.5884
Mountville, PA;40.0393;-76.4308
Eastpoint, FL;29.8613;-84.9055
Vernon, FL;30.6230;-85.7121
Keystone Heights, FL;29.7861;-82.0315
East Dublin, GA;32.5599;-82.8184
Placentia, CA;33.8818;-117.8503
Beaverdam, VA;37.9412;-77.6544
Buena Vista, VA;37.7343;-79.3539
Saint Clair, MI;42.8209;-82.4860
Roseland, VA;37.8120;-78.9588
Lake Orion, MI;42.7251;-83.2716
Clawson, MI;42.5334;-83.1463
Cumming, GA;34.2281;-84.1780
Birch Run, MI;43.2509;-83.7941
Great Neck, NY;40.7852;-73.7279
North East, MD;39.6001;-75.9413
North Baltimore, OH;41.1828;-83.6783
College Park, MD;38.9807;-76.9369
Delaplane, VA;38.9151;-77.9203
Gretna, LA;29.9147;-90.0540
Florala, AL;31.1080;-86.3622
Duson, LA;30.1815;-92.1825
Poplarville, MS;30.8402;-89.5342
Zachary, LA;30.6485;-91.1565
Maurice, LA;30.1085;-92.1246
Woolrich, PA;41.2016;-77.3643
Mount Union, PA;40.3845;-77.8822
Clayton, NC;35.6263;-78.4371
Snow Hill, NC;35.4515;-77.6811
Morehead City, NC;34.7386;-76.7677
Mccutcheon Field, NC;34.6921;-77.3912
Aptos, CA;37.0082;-121.8777
Fruitland, ID;44.0077;-116.9166
Ocoee, FL;28.5692;-81.5440
Fort Myers Beach, FL;26.4707;-81.9181
Clarksville, MO;39.3386;-90.9368
Preston, ID;42.0963;-111.8766
Prairie Du Sac, WI;43.2869;-89.7240
Monroe, WI;42.6011;-89.6385
Antigo, WI;45.1403;-89.1523
Avalon, WI;42.6592;-88.8307
Elroy, WI;43.7408;-90.2724
Wharton, NJ;40.8931;-74.5818
Delavan, WI;42.6331;-88.6437
Onalaska, WI;43.8844;-91.2351
Verona, WI;42.9908;-89.5332
Whitehall, PA;40.6571;-75.5030
Nazareth, PA;40.7404;-75.3096
Abbotsford, WI;44.9672;-90.2976
Winterville, NC;35.5290;-77.4011
Camp Lejeune, NC;34.6403;-77.3043
Marathon, WI;44.9291;-89.8404
Clermont, FL;28.5494;-81.7729
Hallettsville, TX;29.4439;-96.9411
Merrimac, WI;43.4014;-89.6542
Hamburg, IA;40.6044;-95.6578
Beeville, TX;28.4010;-97.7497
Sierra Blanca, TX;31.1746;-105.3572
Joes, CO;39.6564;-102.6788
Harrah, OK;35.4895;-97.1636
Montello, WI;43.7914;-89.3198
Cherry Valley, IL;42.2030;-88.9598
Freeport, NY;40.6576;-73.5832
Rosholt, WI;44.6277;-89.3087
Peru, IL;41.3275;-89.1290
Bowler, WI;44.8732;-88.9550
Union City, OH;40.2083;-84.7570
Englishtown, NJ;40.2973;-74.3582
Sea Girt, NJ;40.1320;-74.0461
Hazlet, NJ;40.4157;-74.1910
Oakhurst, NJ;40.2709;-74.0162
Demotte, IN;41.1950;-87.1986
Nocona, TX;33.7868;-97.7259
Bedford, TX;32.8440;-97.1431
Osage City, KS;38.6339;-95.8258
Ridgeway, VA;36.5768;-79.8584
Lowgap, NC;36.5180;-80.8348
Denton, NC;35.6335;-80.1159
Peterstown, WV;37.3973;-80.7992
Brookville, IN;39.4231;-85.0127
Grafton, NH;43.5780;-71.9668
Bethel, VT;43.8334;-72.6340
Auburn, NY;42.9317;-76.5661
Frackville, PA;40.7840;-76.2302
Tipton, PA;40.6359;-78.2959
Greencastle, PA;39.7904;-77.7278
Columbia, PA;40.0337;-76.5044
Shippensburg, PA;40.0506;-77.5203
Mifflinburg, PA;40.9176;-77.0477
Nabb, IN;38.6056;-85.6327
Hockley, TX;30.0269;-95.8444
Stroudsburg, PA;40.9868;-75.1946
Navasota, TX;30.3880;-96.0877
New Freedom, PA;39.7379;-76.7014
Farmersville, TX;33.1634;-96.3600
Freeland, MI;43.5250;-84.1228
Elberon, VA;37.0719;-76.8310
Hotchkiss, CO;38.9627;-107.7223
Teton Village, WY;43.5880;-110.8280
Breckenridge, CO;39.4817;-106.0383
Granby, CO;40.0861;-105.9395
Mount Olive, WV;38.0413;-81.0648
Upper Black Eddy, PA;40.5301;-75.1249
Putnam, CT;41.9151;-71.9090
Claymont, DE;39.8007;-75.4596
Atglen, PA;39.9493;-75.9736
Fowlerville, MI;42.6606;-84.0730
Braselton, GA;34.1093;-83.7627
Loudon, TN;35.7328;-84.3338
Old Saybrook, CT;41.2918;-72.3762
Moosup, CT;41.7129;-71.8809
Uncasville, CT;41.4345;-72.1098
Willimantic, CT;41.7107;-72.2081
East Windsor, CT;41.9033;-72.5854
Ludlow, MA;42.1601;-72.4759
Meriden, CT;41.5382;-72.8070
Dayville, CT;41.8465;-71.8876
Newington, CT;41.6979;-72.7237
North Adams, MA;42.6881;-73.0630
Westfield, MA;42.1733;-72.7715
Bedford Hills, NY;41.2368;-73.6946
East Berlin, CT;41.6184;-72.7137
Gales Ferry, CT;41.4298;-72.0820
North Franklin, CT;41.6143;-72.1491
Greenwood, LA;32.4429;-93.9730
Elm Grove, LA;32.3482;-93.5527
Winnsboro, LA;32.1632;-91.7207
Lumberton, TX;30.2311;-94.2066
Chapman, KS;38.8871;-97.0067
Christmas, FL;28.5364;-81.0176
Homosassa, FL;28.7501;-82.5166
Palm Bay, FL;28.0381;-80.6115
Oxford, NC;36.3107;-78.5908
Fairfax, IA;41.9194;-91.7810
Sulphur, LA;30.2366;-93.3774
Williamsburg, IA;41.6611;-92.0091
Bettendorf, IA;41.5245;-90.5157
Abingdon, VA;36.7620;-82.0388
Norwood, NC;35.2196;-80.1189
Salisbury, NC;35.6872;-80.5669
Waynesville, NC;35.6346;-83.0230
Simpsonville, SC;34.7371;-82.2543
Commerce, TX;33.2471;-95.9000
Paulsboro, NJ;39.8304;-75.2405
New Richmond, IN;40.1903;-87.0078
Mukilteo, WA;47.9445;-122.3046
Canandaigua, NY;42.8742;-77.2880
Owingsville, KY;38.1448;-83.7641
Camp Verde, AZ;34.5636;-111.8543
Ridgefield Park, NJ;40.8570;-74.0215
Silverdale, WA;47.7244;-122.7191
Darrington, WA;48.1966;-121.5372
Blaine, WA;48.9937;-122.7471
Puyallup, WA;47.2257;-122.2721
Maple Valley, WA;47.3927;-122.0464
Gold Bar, WA;47.8636;-121.6623
Milton Freewater, OR;45.9029;-118.3401
Central Point, OR;42.3760;-122.9164
New Philadelphia, OH;40.4898;-81.4457
Forest Park, GA;33.6116;-84.3726
Seguin, TX;29.5688;-97.9647
Butte, MT;46.0038;-112.5347
Greenville, PA;41.4082;-80.3666
Salem, WV;39.2829;-80.5590
New Wilmington, PA;41.1350;-80.3355
Stoystown, PA;40.1034;-78.9495
Point Marion, PA;39.7572;-79.9022
Roslyn, NY;40.8082;-73.6386
Butler, WI;43.1058;-88.0695
Waterford, WI;42.7631;-88.2143
Surry, VA;37.1166;-76.7534
Pulaski, TN;35.1998;-87.0308
Woodland, WA;45.9046;-122.7440
Aurora, OR;45.2309;-122.7559
Prineville, OR;44.2998;-120.8345
Gold Beach, OR;42.4073;-124.4218
Garden City, ID;43.6221;-116.2382
Opp, AL;31.2936;-86.2595
Shorter, AL;32.3949;-85.9169
Poolville, TX;32.9842;-97.8713
Remlap, AL;33.8168;-86.6008
Pittstown, NJ;40.5821;-74.9591
Toluca, IL;40.9850;-89.1521
Tyler, MN;44.2783;-96.1347
Columbiaville, MI;43.1567;-83.4105
Kenova, WV;38.3990;-82.5782
Frazeysburg, OH;40.1173;-82.1193
Zanesville, OH;39.9404;-82.0132
Athens, OH;39.3292;-82.1013
Vanceburg, KY;38.5084;-83.4106
Louisa, KY;38.1142;-82.6032
Sunbury, OH;40.2426;-82.8591
Barboursville, WV;38.4095;-82.2946
Jericho, NY;40.7920;-73.5399
Wantagh, NY;40.6837;-73.5101
Hollis, NY;40.7134;-73.7671
Plainview, NY;40.7765;-73.4673
Whitestone, NY;40.7946;-73.8185
Pinckney, MI;42.4570;-83.9479
Hartford City, IN;40.4511;-85.3700
Granbury, TX;32.4421;-97.7942
Canajoharie, NY;42.9056;-74.5718
New Windsor, MD;39.5421;-77.1080
Goodview, VA;37.2143;-79.7250
Climax, NC;35.9129;-79.7175
Elloree, SC;33.5310;-80.5720
Cayce, SC;33.9657;-81.0740
Jackson, SC;33.3254;-81.7879
Ridgecrest, CA;35.5532;-117.6765
Morongo Valley, CA;34.0470;-116.5808
West Milford, NJ;41.1053;-74.3909
Bloomfield, NJ;40.8098;-74.1869
Key Biscayne, FL;25.6937;-80.1628
Bellport, NY;40.7570;-72.9393
Martinez, CA;38.0194;-122.1341
Margaretville, NY;42.1487;-74.6482
Rhinebeck, NY;41.9268;-73.9126
Shelbyville, IL;39.4064;-88.7901
El Granada, CA;37.5027;-122.4694
East Liberty, OH;40.3077;-83.5811
Enid, OK;36.3956;-97.8784
White Pigeon, MI;41.7981;-85.6433
Boyne Falls, MI;45.1681;-84.9162
Copperopolis, CA;37.9810;-120.6419
Holyoke, MA;42.2043;-72.6162
Westcliffe, CO;38.1347;-105.4658
Armorel, AR;35.9201;-89.7981
Sherwood, AR;34.8151;-92.2243
Mansfield, LA;32.0377;-93.7002
Orchard Park, NY;42.7676;-78.7439
Waterford, PA;41.9428;-79.9845
Harriman, TN;35.9340;-84.5524
Houghton, NY;42.4265;-78.2134
Newtown, CT;41.4140;-73.3034
Gastonia, NC;35.2298;-81.2428
Rockingham, NC;34.9393;-79.7739
Rockford, MN;45.0883;-93.7344
Piney Flats, TN;36.4196;-82.3040
Pauline, SC;34.8332;-81.8723
Bristol, VA;36.5965;-82.1885
New London, NC;35.4432;-80.2192
Friendsville, TN;35.7590;-84.1176
Wolcott, CT;41.6023;-72.9868
Cornelius, NC;35.4868;-80.8601
Lyman, SC;34.9482;-82.1273
Burnsville, NC;35.9173;-82.3010
Flint, TX;32.2040;-95.3486
Denton, TX;33.2324;-97.1108
Sanger, TX;33.3632;-97.1739
Argyle, TX;33.1212;-97.1834
Duncanville, TX;32.6323;-96.9125
Hastings, NE;40.5861;-98.3884
Allenton, WI;43.4205;-88.3409
Solvang, CA;34.5958;-120.1376
Kenyon, MN;44.2722;-92.9855
Luck, WI;45.5761;-92.4827
Hastings, MN;44.6849;-92.8849
Genoa, NY;42.6679;-76.5358
Oak Park, IL;41.8889;-87.7978
Hickory, PA;40.2903;-80.3129
Shenandoah, PA;40.8204;-76.2008
Millington, NJ;40.6773;-74.5177
South Holland, IL;41.6009;-87.6070
Spring Grove, IL;42.4436;-88.2365
Moscow, IA;41.5768;-91.0720
Aurora, IN;39.0570;-84.9013
Astatula, FL;28.7097;-81.7328
Medford, WI;45.1386;-90.3401
Assumption, IL;39.5203;-89.0490
Westpoint, IN;40.3206;-87.0519
Marion, IN;40.5099;-85.6264
Royal Center, IN;40.8563;-86.5155
Petersburg, IN;38.4920;-87.2786
Lebanon, IN;40.0484;-86.4692
Crawfordsville, IN;40.0407;-86.9003
Attica, IN;40.2942;-87.2489
Edinburgh, IN;39.3542;-85.9667
Henning, MN;46.3237;-95.4549
Manquin, VA;37.7232;-77.2225
Lowellville, OH;41.0353;-80.5365
Ludington, MI;43.9553;-86.4526
Lewiston, MI;44.8839;-84.3056
Howard City, MI;43.3956;-85.4678
Farwell, MI;43.8350;-84.8670
Portage, MI;42.2011;-85.5800
Evart, MI;43.9006;-85.2581
Woodleaf, NC;35.7909;-80.6023
Erie, MI;41.7942;-83.4963
Temperance, MI;41.7792;-83.5688
Westland, MI;42.3242;-83.4002
Dundee, MI;41.9573;-83.6597
Portsmouth, OH;38.7317;-82.9977
Catlettsburg, KY;38.4048;-82.6004
Nelsonville, OH;39.4587;-82.2318
Mineral Wells, WV;39.1491;-81.5257
Adamstown, MD;39.2984;-77.4543
Cedar Knolls, NJ;40.8220;-74.4488
Landing, NJ;40.9051;-74.6652
Mantua, OH;41.2839;-81.2240
Struthers, OH;41.0487;-80.5904
Osage, IA;43.2841;-92.8110
Guthrie Center, IA;41.6908;-94.5578
Oaks, PA;40.1318;-75.4596
Durant, OK;33.9940;-96.3708
Woodward, OK;36.4337;-99.3904
Pacific, MO;38.4820;-90.7415
Jerseyville, IL;39.1200;-90.3285
Winchester, IL;39.6298;-90.4562
Cornwall Bridge, CT;41.7919;-73.3579
Clay City, IL;38.6887;-88.3542
Marlin, TX;31.3063;-96.8980
Social Circle, GA;33.6476;-83.6969
Lancaster, SC;34.7601;-80.6930
Easley, SC;34.8298;-82.6015
Pinebluff, NC;35.1099;-79.4723
Denver, NC;35.5312;-81.0298
Maiden, NC;35.5757;-81.2117
Walterboro, SC;32.9052;-80.6668
Blackville, SC;33.3579;-81.2707
Lemoyne, PA;40.2412;-76.8941
Arvonia, VA;37.6835;-78.3414
Ridgeland, SC;32.4807;-80.9804
Ware Shoals, SC;34.4295;-82.2164
Camden, SC;34.2465;-80.6070
Waynesboro, GA;33.0899;-82.0157
Mc Bee, SC;34.4575;-80.2554
Loris, SC;34.0563;-78.8903
Chester, SC;34.7049;-81.2143
Ladson, SC;32.9857;-80.1098
Hildebran, NC;35.7140;-81.4220
Mountain City, TN;36.4746;-81.8048
Dania, FL;26.0577;-80.1419
Avalon, NJ;39.1012;-74.7177
Delafield, WI;43.0608;-88.4037
Kiel, WI;43.9125;-88.0357
Waterloo, WI;43.1839;-88.9884
Jackson, WI;43.3140;-88.1540
Broadview Heights, OH;41.3139;-81.6851
Templeton, CA;35.5497;-120.7060
Neptune Beach, FL;30.3119;-81.3965
Colton, CA;34.0144;-117.2772
Cathedral City, CA;33.7797;-116.4653
Strawberry Point, IA;42.6836;-91.5340
Oskaloosa, IA;41.2964;-92.6444
Richland, MS;32.2366;-90.1688
Mount Sterling, IL;39.9873;-90.7635
Hershey, NE;41.1675;-101.0104
Auburn, NE;40.3928;-95.8389
Rock Valley, IA;43.2053;-96.2950
York, NE;40.8681;-97.5920
Newport, OH;39.4092;-81.2668
Harmony, MN;43.5655;-92.0597
Ponchatoula, LA;30.4388;-90.4415
Crowley, LA;30.2141;-92.3746
Natural Bridge Station, VA;37.5795;-79.5059
Joppa, MD;39.4337;-76.3577
Hampstead, MD;39.6048;-76.8500
Dutch Flat, CA;39.2060;-120.8377
Tahoe City, CA;39.1721;-120.1388
Yerington, NV;38.9858;-119.1629
Rocklin, CA;38.8185;-121.2819
Mcminnville, OR;45.2101;-123.1987
Canby, OR;45.2629;-122.6926
Silverton, OR;45.0051;-122.7832
Elk Grove, CA;38.4412;-121.3064
East Weymouth, MA;42.2093;-70.9326
Mendota, CA;36.6712;-120.4387
Virginia City, NV;39.3070;-119.6353
Manteca, CA;37.7974;-121.2160
Linden, NJ;40.6221;-74.2446
Galesville, WI;44.0816;-91.3490
Mountain Home A F B, ID;43.0526;-115.8660
Cottonwood, CA;40.3857;-122.2808
Portola, CA;39.8105;-120.4691
Santa Clarita, CA;34.4302;-118.5193
Mc Kittrick, CA;35.4171;-119.7608
Paso Robles, CA;35.6266;-120.6910
Lagrange, OH;41.2546;-82.1247
Manhattan Beach, CA;33.8847;-118.4109
Nixa, MO;37.0434;-93.2943
Killington, VT;43.6776;-72.7798
Ventnor City, NJ;39.3404;-74.4774
Frankenmuth, MI;43.3546;-83.7414
Prescott, AZ;34.6248;-112.4220
Peach Springs, AZ;35.6440;-113.6189
Bristol, IL;41.6856;-88.4281
Harvest, AL;34.8556;-86.7508
Rogers, MN;45.1889;-93.5530
Hiram, GA;33.8757;-84.7622
Toano, VA;37.3799;-76.8041
Sewell, NJ;39.7665;-75.1443
Reedsville, WV;39.5133;-79.8139
Dittmer, MO;38.3356;-90.6882
Whitesburg, KY;37.1184;-82.8268
Edgartown, MA;41.3890;-70.5134
Etowah, TN;35.3234;-84.5249
Cambridge, MN;45.5727;-93.2244
Oxon Hill, MD;38.8034;-76.9897
Sharon Center, OH;41.0998;-81.7357
Mount Airy, NC;36.4993;-80.6073
Bruceton Mills, WV;39.6416;-79.6351
Cadiz, OH;40.2728;-80.9968
Farina, IL;38.8342;-88.7723
Inwood, NY;40.6221;-73.7468
Wolcott, CO;39.7028;-106.6787
Audubon, MN;46.8547;-96.0026
Faribault, MN;44.2950;-93.2688
Paradise, CA;39.7596;-121.6219
Weed, CA;41.5109;-122.3648
Antioch, IL;42.4772;-88.0956
Victoria, MN;44.8586;-93.6616
Muncy, PA;41.2056;-76.7855
Astoria, NY;40.7792;-73.9070
Maxwell, CA;39.3169;-122.1776
Fort Campbell, KY;36.6408;-87.4718
Old Hickory, TN;36.2598;-86.6478
Pilot Point, TX;33.3965;-96.9606
Adairville, KY;36.6951;-86.8594
Ashland City, TN;36.2742;-87.0642
Tompkinsville, KY;36.7023;-85.6916
Sheldon, VT;44.8817;-72.9429
Danville, PA;41.0415;-76.6507
North Liberty, IA;41.7492;-91.5979
Brimfield, IL;40.8389;-89.8865
Lakeville, CT;41.9645;-73.4401
Tariffville, CT;41.9075;-72.7678
Jemez Springs, NM;35.8352;-106.6696
Cpu Louis Guzzo Ent, CO;37.9436;-104.8466
U S A F Academy, CO;38.9917;-104.8672
Alamosa, CO;37.4695;-105.8700
Ottsville, PA;40.4732;-75.1610
Cle Elum, WA;47.1954;-120.9393
Carrollton, GA;33.5756;-85.1340
Winter Garden, FL;28.5653;-81.5862
Kingsland, GA;30.8000;-81.6898
Williston, FL;29.3875;-82.4468
Big Spring, TX;32.2504;-101.4787
Lolita, TX;28.8373;-96.5195
Belhaven, NC;35.6169;-76.4850
Marblehead, MA;42.5001;-70.8578
Dike, TX;33.2649;-95.4514
Forest Grove, OR;45.5559;-123.1511
Painted Post, NY;42.1620;-77.0941
Pine Meadow, CT;41.8765;-72.9671
Stockbridge, MA;42.2876;-73.3204
Bayonne, NJ;40.6687;-74.1143
Rutland, MA;42.3695;-71.9481
Oviedo, FL;28.6700;-81.2081
Cocoa Beach, FL;28.3200;-80.6076
Washington, IN;38.6592;-87.1728
Brownsburg, IN;39.8434;-86.3978
Greensburg, IN;39.3373;-85.4836
Rhinelander, WI;45.6366;-89.4121
Arcola, IL;39.6848;-88.3064
Woodlake, CA;36.4136;-119.0987
Oswego, IL;41.6828;-88.3515
Carrollton, OH;40.5728;-81.0857
Noblesville, IN;40.0698;-85.9817
Rantoul, IL;40.3084;-88.1559
West Lebanon, IN;40.2700;-87.3867
Tranquillity, CA;36.6538;-120.2879
Galt, CA;38.2546;-121.2999
Meridian, CA;39.0765;-121.8434
Dunnigan, CA;38.8831;-122.0022
Roodhouse, IL;39.4839;-90.3715
Rochester, IN;41.0648;-86.2158
Hamtramck, MI;42.3928;-83.0496
Creston, CA;35.4780;-120.4891
San Gabriel, CA;34.0961;-118.1058
Alhambra, CA;34.0953;-118.1270
Columbia, MS;31.2518;-89.8376
Centerport, PA;40.4862;-76.0074
Island Park, NY;40.6043;-73.6554
Rutherford, CA;38.4585;-122.4225
Pleasant View, TN;36.3942;-87.0367
Spencer, IN;39.2867;-86.7625
Gassville, AR;36.3178;-92.4825
Ardmore, OK;34.1743;-97.1436
Velma, OK;34.4601;-97.6739
El Reno, OK;35.5323;-97.9550
Guthrie, OK;35.8789;-97.4253
Watonga, OK;35.8448;-98.4131
Walters, OK;34.3598;-98.3078
Fort Stockton, TX;30.8940;-102.8793
Newberg, OR;45.3001;-122.9732
Boring, OR;45.4298;-122.3748
Gardnerville, NV;38.7599;-119.6135
White Stone, VA;37.6485;-76.3891
Silverpeak, NV;37.7683;-117.6534
Lathrop, CA;37.8227;-121.2766
Lincoln, MA;42.4282;-71.3163
Skaneateles, NY;42.9470;-76.4291
Sunman, IN;39.2370;-85.0947
Delta Junction, AK;63.7047;-144.8966
New Century, KS;38.8249;-94.8992
Dalton, OH;40.7711;-81.6769
Mc Donald, PA;40.3548;-80.2364
Festus, MO;38.2206;-90.3959
Saugus, MA;42.4648;-71.0101
Sunflower, MS;33.5429;-90.5370
Willow Creek, CA;40.9468;-123.6542
Brookline, MA;42.3318;-71.1212
Raynham, MA;41.9487;-71.0731
West Wareham, MA;41.7898;-70.7603
Buzzards Bay, MA;41.7040;-70.5432
Nobleboro, ME;44.1109;-69.4820
Newport, ME;44.8353;-69.2739
Fairfield, ME;44.5884;-69.5987
Kittery, ME;43.0881;-70.7362
Skowhegan, ME;44.7651;-69.7192
Marietta, OH;39.4153;-81.4548
Attleboro Falls, MA;41.9658;-71.3094
Irving, NY;42.5676;-79.1128
Little Valley, NY;42.2457;-78.8020
Dyke, VA;38.2522;-78.5629
Franksville, WI;42.7600;-87.9134
Sheppard Afb, TX;33.9849;-98.5040
Brooks, KY;38.0570;-85.7758
Elwood, IN;40.2770;-85.8419
Louisa, VA;38.0251;-78.0042
Williamstown, KY;38.6400;-84.5935
Terryville, CT;41.6782;-73.0109
Martinsville, IN;39.4278;-86.4283
Alpine, TX;29.9510;-103.4682
Frankfort, IN;40.2795;-86.5108
Buffalo Gap, TX;32.2702;-99.8290
Buffalo Junction, VA;36.6000;-78.6116
Banning, CA;33.9256;-116.8764
Mechanicsville, MD;38.4429;-76.7438
Indian Head, MD;38.5584;-77.1433
Trinity, NC;35.8946;-79.9909
Star, NC;35.4355;-79.7967
Centralia, WA;46.7162;-122.9543
Lady Lake, FL;28.9175;-81.9229
Saint Cloud, FL;28.1669;-81.2700
Branford, FL;29.9591;-82.9282
Cumberland, KY;36.9781;-82.9885
Latonia, KY;39.0481;-84.5088
